2026-03-28 21:08:11,270 | pddl_planner.planner | DEBUG | Building SSA for predicate: the agent is holding any objects
2026-03-28 21:09:05,692 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,692 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,692 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,692 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,692 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,692 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,697 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,697 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,697 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,697 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,698 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,698 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,698 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,698 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,698 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,698 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,699 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,699 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,699 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,699 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,699 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,700 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,700 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,700 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,700 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,700 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,700 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,700 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,701 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,701 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,701 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,701 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,701 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,701 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,702 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,702 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,702 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,702 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,702 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,702 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,702 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,703 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,703 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,703 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,703 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,703 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,703 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,703 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,708 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V41" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:09:05,708 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V41"
2026-03-28 21:09:05,709 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V41, ?b1: orange} between "is on top of(orange, ?V41)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:09:05,709 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:09:05,709 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V41) for keys [?b2, ?b1]
2026-03-28 21:09:05,709 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V41" vs "block ?V41 is directly above block orange"
2026-03-28 21:09:05,709 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block ?V41 is directly above block orange"? 0/5 yes ([False, False, False, False, False])
2026-03-28 21:09:05,709 | pddl_planner.llm | DEBUG | Permutation: (?V41, orange) for keys [?b2, ?b1]
2026-03-28 21:09:05,710 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of ?V41" vs "block orange is directly above block ?V41"
2026-03-28 21:09:05,710 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block orange is directly above block ?V41"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,710 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V41)" -> "block  is directly above block"
2026-03-28 21:09:05,841 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Substitution: {?V64: red, ?V124: orange} between "is on top of(orange, red)" and "block  is directly above block(?V124, ?V64)"
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V64, ?V124]
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V64, ?V124]
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,842 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,842 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,842 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,842 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,843 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,843 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,843 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,843 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,843 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,843 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,843 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,843 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,843 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,846 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,846 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V64: orange} between "is on top of(orange, red)" and "block  is directly above block(?V64, orange)"
2026-03-28 21:09:05,846 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V64]
2026-03-28 21:09:05,846 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V64]
2026-03-28 21:09:05,846 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,846 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,846 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,846 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,847 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,847 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,847 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,847 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,847 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,849 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,849 | pddl_planner.llm | DEBUG | Substitution: {?V124: orange} between "is on top of(orange, red)" and "block  is directly above block(?V124, red)"
2026-03-28 21:09:05,849 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V124]
2026-03-28 21:09:05,849 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,850 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,850 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,850 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,850 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:09:05,850 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:09:05,850 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:09:05,850 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:09:05,850 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:09:05,851 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:09:05,851 | pddl_planner.llm | DEBUG | Substitution: {orange: red, red: orange} between "is on top of(orange, red)" and "block  is directly above block(red, orange)"
2026-03-28 21:09:05,851 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, red]
2026-03-28 21:09:05,851 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, red]
2026-03-28 21:09:05,851 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
